app,date,gap_count,observation_ratio,on_ratio,psn
03_kimchi-fridge,20161224,"{1: 481, 10: 25, 30: 3, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9802546296296296,0.2117277099519053,01
04_TV,20161224,"{1: 446, 10: 25, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.980625,0.5504426032150698,01
00_total,20161224,"{1: 146, 10: 16, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9940046296296297,1.0,01
01_washing-machine,20161224,"{1: 525, 10: 27, 30: 3, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9779861111111111,0.0,01
01_washing-machine,20161204,"{1: 421, 10: 29, 30: 5, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9695601851851852,0.3749536429111456,01
02_rice-cooker,20161224,"{1: 474, 10: 26, 30: 2, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9798148148148148,0.35563378063378065,01
04_TV,20161125,"{1: 418, 10: 27, 30: 5, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9801157407407407,0.3080237437314502,01
02_rice-cooker,20161125,"{1: 466, 10: 26, 30: 3, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9811574074074074,0.35788546532660154,01
00_total,20161125,"{1: 390, 10: 12, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9896875,1.0,01
02_rice-cooker,20170127,"{1: 379, 10: 25, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9852083333333334,0.36914702818699435,01
03_kimchi-fridge,20161125,"{1: 533, 10: 28, 30: 6, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9779398148148148,0.19328551928736556,01
04_TV,20170127,"{1: 360, 10: 25, 30: 2, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9854861111111111,0.0,01
04_TV,20161230,"{1: 476, 10: 26, 30: 2, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9415972222222222,0.4378379264285305,01
02_rice-cooker,20161230,"{1: 473, 10: 29, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9415972222222222,0.35330366873991037,01
00_total,20170127,"{1: 78, 10: 7, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9962037037037037,1.0,01
01_washing-machine,20161230,"{1: 483, 10: 26, 30: 1, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9422222222222222,0.15692151467505241,01
01_washing-machine,20170127,"{1: 411, 10: 25, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9842013888888889,0.0,01
03_kimchi-fridge,20161230,"{1: 548, 10: 28, 30: 2, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9426041666666667,0.21979510729648866,01
03_kimchi-fridge,20170127,"{1: 367, 10: 26, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9848611111111111,0.2613720052022125,01
04_TV,20170103,"{1: 406, 10: 24, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9675231481481481,0.47418714261789124,01
00_total,20161230,"{1: 195, 10: 22, 30: 1, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.98625,1.0,01
01_washing-machine,20170103,"{1: 497, 10: 28, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.963900462962963,0.06554916487554184,01
02_rice-cooker,20170103,"{1: 544, 10: 26, 30: 4, 60: 3, 300: 2, 1800: 0, 3600: 0, 10800: 0}",0.9570833333333333,0.21274690014350442,01
00_total,20170103,"{1: 99, 10: 18, 30: 1, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9801157407407407,1.0,01
01_washing-machine,20161015,"{1: 131, 10: 9, 30: 1, 60: 1, 300: 1, 1800: 1, 3600: 1, 10800: 1}",0.35462962962962963,0.0613946910356832,01
03_kimchi-fridge,20170103,"{1: 404, 10: 27, 30: 2, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9659143518518518,0.3254360633475126,01
02_rice-cooker,20161015,"{1: 491, 10: 28, 30: 2, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9787268518518518,0.3480862168192175,01
01_washing-machine,20161227,"{1: 460, 10: 25, 30: 3, 60: 2, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9488888888888889,0.09075104085349987,01
04_TV,20161227,"{1: 437, 10: 25, 30: 4, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9818402777777778,0.40752555080100433,01
03_kimchi-fridge,20161227,"{1: 489, 10: 28, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9765046296296296,0.3299822211686618,01
04_TV,20161010,"{1: 375, 10: 25, 30: 2, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9867708333333334,0.3627776409366191,01
03_kimchi-fridge,20161015,"{1: 427, 10: 25, 30: 1, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9803240740740741,0.534210940574577,01
04_TV,20161015,"{1: 453, 10: 24, 30: 1, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9805324074074074,0.4219701440858692,01
00_total,20161227,"{1: 130, 10: 9, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9950694444444445,1.0,01
02_rice-cooker,20161227,"{1: 470, 10: 27, 30: 5, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9797800925925926,0.35091254887599965,01
00_total,20161015,"{1: 91, 10: 15, 30: 1, 60: 1, 300: 1, 1800: 1, 3600: 1, 10800: 0}",0.9454166666666667,1.0,01
00_total,20161010,"{1: 96, 10: 16, 30: 8, 60: 4, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9886921296296296,1.0,01
02_rice-cooker,20161010,"{1: 438, 10: 25, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9857060185185185,0.1558018747920703,01
01_washing-machine,20161010,"{1: 374, 10: 25, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.987025462962963,0.0,01
03_kimchi-fridge,20161010,"{1: 382, 10: 24, 30: 2, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9864930555555556,0.42502864696381293,01
00_total,20161220,"{1: 96, 10: 11, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9955324074074074,1.0,01
02_rice-cooker,20161220,"{1: 440, 10: 26, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9823032407407407,0.17346325600028278,01
03_kimchi-fridge,20161023,"{1: 408, 10: 27, 30: 4, 60: 2, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9616319444444444,0.4997324025596277,01
03_kimchi-fridge,20161220,"{1: 432, 10: 27, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9813773148148148,0.25573547507007427,01
04_TV,20161023,"{1: 441, 10: 29, 30: 6, 60: 2, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9602314814814815,0.3230774793886505,01
01_washing-machine,20161023,"{1: 424, 10: 26, 30: 4, 60: 2, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9606134259259259,0.0,01
02_rice-cooker,20161023,"{1: 437, 10: 28, 30: 6, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9603935185185185,0.15338362778889184,01
02_rice-cooker,20161005,"{1: 467, 10: 25, 30: 2, 60: 1, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9626041666666667,0.3464415828012841,01
03_kimchi-fridge,20161005,"{1: 432, 10: 24, 30: 3, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9643055555555555,0.4658360939075328,01
04_TV,20161220,"{1: 400, 10: 26, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9829398148148148,0.46405419620218386,01
04_TV,20161005,"{1: 425, 10: 27, 30: 4, 60: 1, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9626041666666667,0.3717699303025566,01
01_washing-machine,20161220,"{1: 477, 10: 25, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9808101851851851,0.07130505927796528,01
00_total,20161005,"{1: 256, 10: 55, 30: 9, 60: 7, 300: 2, 1800: 0, 3600: 0, 10800: 0}",0.9552777777777778,1.0,01
00_total,20161023,"{1: 143, 10: 17, 30: 2, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9742708333333333,1.0,01
01_washing-machine,20161005,"{1: 410, 10: 24, 30: 1, 60: 1, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9645717592592593,0.0,01
02_rice-cooker,20161206,"{1: 649, 10: 28, 30: 4, 60: 3, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9642476851851852,0.3484525852928585,01
01_washing-machine,20170129,"{1: 384, 10: 26, 30: 3, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9830902777777778,0.0,01
04_TV,20161206,"{1: 547, 10: 29, 30: 3, 60: 3, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9655902777777777,0.40942940135287936,01
03_kimchi-fridge,20170129,"{1: 385, 10: 27, 30: 4, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9806712962962963,0.18113615799205318,01
04_TV,20170113,"{1: 361, 10: 25, 30: 4, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9161805555555556,0.4716272097155899,01
00_total,20170129,"{1: 116, 10: 10, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.99375,1.0,01
01_washing-machine,20161206,"{1: 615, 10: 30, 30: 5, 60: 3, 300: 2, 1800: 0, 3600: 0, 10800: 0}",0.9621064814814815,0.014613959531313909,01
02_rice-cooker,20170129,"{1: 415, 10: 25, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9823148148148149,0.014882803908631037,01
03_kimchi-fridge,20170113,"{1: 383, 10: 27, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9141550925925926,0.18886933475136,01
04_TV,20170129,"{1: 375, 10: 24, 30: 2, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9827893518518519,0.10109092051079732,01
00_total,20161206,"{1: 241, 10: 26, 30: 1, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9807523148148148,1.0,01
03_kimchi-fridge,20161206,"{1: 582, 10: 29, 30: 5, 60: 3, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9636921296296296,0.2099796228016446,01
02_rice-cooker,20170113,"{1: 675, 10: 29, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9084375,0.31783052402247447,01
02_rice-cooker,20170130,"{1: 384, 10: 25, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9854398148148148,0.0,01
02_rice-cooker,20161214,"{1: 574, 10: 27, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9802199074074074,0.1813266265994419,01
01_washing-machine,20170113,"{1: 409, 10: 27, 30: 6, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9119791666666667,0.08155932059986885,01
01_washing-machine,20170130,"{1: 396, 10: 24, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9831712962962963,0.0,01
01_washing-machine,20161030,"{1: 349, 10: 24, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9851388888888889,0.006288672713316729,01
01_washing-machine,20161214,"{1: 432, 10: 27, 30: 2, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9813541666666666,0.0,01
04_TV,20161030,"{1: 344, 10: 25, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.987349537037037,0.3872538791267618,01
04_TV,20161214,"{1: 457, 10: 25, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9820601851851852,0.5060687487723433,01
03_kimchi-fridge,20161030,"{1: 364, 10: 25, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9871643518518518,0.3897417859641306,01
02_rice-cooker,20161030,"{1: 358, 10: 25, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.985474537037037,0.34492845538003797,01
00_total,20170130,"{1: 73, 10: 9, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9962384259259259,1.0,01
00_total,20161214,"{1: 126, 10: 12, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.995162037037037,1.0,01
03_kimchi-fridge,20170130,"{1: 371, 10: 24, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9857175925925926,0.2415791904437608,01
00_total,20170113,"{1: 86, 10: 19, 30: 2, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9281944444444444,1.0,01
00_total,20161030,"{1: 82, 10: 11, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9962615740740741,1.0,01
04_TV,20170130,"{1: 332, 10: 25, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9856944444444444,0.0,01
03_kimchi-fridge,20161214,"{1: 465, 10: 26, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9827430555555555,0.3177456649668076,01
01_washing-machine,20170118,"{1: 549, 10: 25, 30: 5, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9575231481481481,0.11682259559208671,01
02_rice-cooker,20161106,"{1: 331, 10: 24, 30: 3, 60: 1, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9657407407407408,0.24042505592841162,01
01_washing-machine,20161106,"{1: 350, 10: 22, 30: 1, 60: 1, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9663888888888889,0.0,01
00_total,20161013,"{1: 289, 10: 21, 30: 8, 60: 6, 300: 2, 1800: 0, 3600: 0, 10800: 0}",0.9902893518518519,1.0,01
03_kimchi-fridge,20161106,"{1: 359, 10: 26, 30: 2, 60: 1, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.964386574074074,0.4475498961871272,01
02_rice-cooker,20170118,"{1: 560, 10: 30, 30: 4, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9566898148148149,0.3551638478227556,01
04_TV,20161106,"{1: 332, 10: 24, 30: 1, 60: 1, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9662962962962963,0.4854294429538776,01
04_TV,20170118,"{1: 396, 10: 29, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9619560185185185,0.44368269705100283,01
03_kimchi-fridge,20170118,"{1: 492, 10: 31, 30: 4, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9580439814814815,0.2168738548273432,01
00_total,20161106,"{1: 100, 10: 11, 30: 1, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9758101851851851,1.0,01
00_total,20170118,"{1: 362, 10: 18, 30: 2, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9702546296296296,1.0,01
03_kimchi-fridge,20161013,"{1: 392, 10: 27, 30: 7, 60: 4, 300: 2, 1800: 0, 3600: 0, 10800: 0}",0.9592361111111111,0.4259385281176348,01
04_TV,20161013,"{1: 392, 10: 29, 30: 4, 60: 2, 300: 2, 1800: 0, 3600: 0, 10800: 0}",0.9601157407407407,0.5014875714251272,01
01_washing-machine,20161013,"{1: 358, 10: 28, 30: 6, 60: 2, 300: 2, 1800: 0, 3600: 0, 10800: 0}",0.9605787037037037,0.1529765203910323,01
03_kimchi-fridge,20161118,"{1: 420, 10: 25, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9819907407407408,0.2962975185831251,01
02_rice-cooker,20161013,"{1: 447, 10: 27, 30: 3, 60: 3, 300: 2, 1800: 0, 3600: 0, 10800: 0}",0.958761574074074,0.13709896141418287,01
04_TV,20161118,"{1: 364, 10: 26, 30: 3, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9845486111111111,0.45119771155390975,01
02_rice-cooker,20161118,"{1: 438, 10: 25, 30: 3, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9824189814814814,0.21496762133653782,01
02_rice-cooker,20161009,"{1: 705, 10: 31, 30: 4, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9728587962962963,0.3585271548390935,01
01_washing-machine,20161009,"{1: 396, 10: 26, 30: 2, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9816203703703704,0.0,01
03_kimchi-fridge,20161009,"{1: 411, 10: 26, 30: 4, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9828356481481482,0.3649414526341408,01
04_TV,20161009,"{1: 413, 10: 25, 30: 2, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9826388888888888,0.42447114252061247,01
01_washing-machine,20161118,"{1: 367, 10: 27, 30: 3, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9830208333333333,0.04801117743790203,01
04_TV,20161017,"{1: 389, 10: 27, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9835648148148148,0.5544386914568133,01
00_total,20161118,"{1: 90, 10: 9, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9953125,1.0,01
03_kimchi-fridge,20170119,"{1: 485, 10: 25, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9307060185185185,0.1739627506331895,01
00_total,20161017,"{1: 83, 10: 11, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9964351851851851,1.0,01
01_washing-machine,20161017,"{1: 395, 10: 25, 30: 4, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9843981481481482,0.163081409020364,01
03_kimchi-fridge,20161017,"{1: 400, 10: 27, 30: 3, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9848148148148148,0.5460401780117838,01
03_kimchi-fridge,20161228,"{1: 839, 10: 29, 30: 3, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9683564814814815,0.20148925489446132,01
01_washing-machine,20170119,"{1: 482, 10: 24, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9307986111111111,0.0,01
04_TV,20170119,"{1: 462, 10: 24, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9316435185185186,0.5168998103378306,01
02_rice-cooker,20161102,"{1: 382, 10: 25, 30: 3, 60: 1, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9596296296296296,0.35811543162228227,01
02_rice-cooker,20170119,"{1: 591, 10: 26, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9288425925925926,0.3502093405771819,01
04_TV,20161228,"{1: 643, 10: 26, 30: 3, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9763657407407408,0.4355311094778602,01
01_washing-machine,20161102,"{1: 365, 10: 24, 30: 2, 60: 2, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9586342592592593,0.0,01
04_TV,20161102,"{1: 406, 10: 25, 30: 3, 60: 1, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9588888888888889,0.4127003669370413,01
02_rice-cooker,20161017,"{1: 399, 10: 26, 30: 3, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9832523148148148,0.3396489823784916,01
00_total,20170119,"{1: 118, 10: 12, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9450462962962963,1.0,01
00_total,20161102,"{1: 78, 10: 15, 30: 1, 60: 1, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9700694444444444,1.0,01
00_total,20161009,"{1: 131, 10: 21, 30: 6, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9907523148148148,1.0,01
00_total,20161228,"{1: 304, 10: 20, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9871180555555555,1.0,01
03_kimchi-fridge,20161102,"{1: 380, 10: 27, 30: 4, 60: 3, 300: 1, 1800: 1, 3600: 0, 10800: 0}",0.9561111111111111,0.3534096778358835,01
02_rice-cooker,20161228,"{1: 733, 10: 29, 30: 4, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9710185185185185,0.1494127650106481,01
01_washing-machine,20161228,"{1: 746, 10: 29, 30: 4, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9697453703703703,0.0,01
01_washing-machine,20170105,"{1: 422, 10: 28, 30: 5, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9795601851851852,0.06566470527998992,01
03_kimchi-fridge,20170105,"{1: 480, 10: 30, 30: 7, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9783333333333334,0.3485006940500978,01
02_rice-cooker,20170110,"{1: 521, 10: 25, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9697106481481481,0.20820134553946903,01
02_rice-cooker,20170105,"{1: 417, 10: 30, 30: 7, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9805208333333333,0.21382406522106936,01
04_TV,20170110,"{1: 374, 10: 27, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9726851851851852,0.5534547041091543,01
03_kimchi-fridge,20161130,"{1: 713, 10: 31, 30: 5, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9718518518518519,0.2543357787093496,01
04_TV,20170105,"{1: 351, 10: 30, 30: 5, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.982662037037037,0.517192370811838,01
02_rice-cooker,20161130,"{1: 626, 10: 32, 30: 3, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9749768518518519,0.35752194179982116,01
03_kimchi-fridge,20170110,"{1: 456, 10: 24, 30: 1, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.973287037037037,0.2905278345938575,01
00_total,20170105,"{1: 115, 10: 15, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9936921296296296,1.0,01
00_total,20170110,"{1: 131, 10: 20, 30: 1, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9827662037037037,1.0,01
00_total,20161130,"{1: 2874, 10: 14, 30: 2, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9528240740740741,1.0,01
00_total,20170117,"{1: 328, 10: 20, 30: 3, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.986724537037037,1.0,01
01_washing-machine,20170117,"{1: 542, 10: 27, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.979386574074074,0.024662703805685877,01
04_TV,20170117,"{1: 386, 10: 27, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9827893518518519,0.32208652777941343,01
01_washing-machine,20170110,"{1: 433, 10: 28, 30: 1, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9723726851851852,0.12650819912791275,01
02_rice-cooker,20161012,"{1: 392, 10: 23, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9861574074074074,0.2641292271098383,01
04_TV,20161007,"{1: 392, 10: 28, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9857638888888889,0.37646667449414895,01
04_TV,20161012,"{1: 412, 10: 24, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9862384259259259,0.38357567293737505,01
03_kimchi-fridge,20161012,"{1: 405, 10: 24, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9864583333333333,0.5139935077633071,01
03_kimchi-fridge,20170117,"{1: 447, 10: 26, 30: 4, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9798958333333333,0.26327124403025326,01
02_rice-cooker,20170117,"{1: 560, 10: 26, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9775694444444445,0.33698310088165884,01
01_washing-machine,20161012,"{1: 404, 10: 24, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9859490740740741,0.3518739385971091,01
01_washing-machine,20161007,"{1: 369, 10: 28, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9848148148148148,0.06254387614391375,01
00_total,20161012,"{1: 107, 10: 9, 30: 4, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9934837962962964,1.0,01
02_rice-cooker,20161007,"{1: 511, 10: 28, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9832060185185185,0.3009413491231994,01
00_total,20161007,"{1: 76, 10: 11, 30: 5, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9897800925925926,1.0,01
00_total,20161203,"{1: 1887, 10: 13, 30: 1, 60: 1, 300: 1, 1800: 1, 3600: 1, 10800: 1}",0.6890393518518518,1.0,01
03_kimchi-fridge,20161007,"{1: 387, 10: 27, 30: 2, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9853472222222223,0.4472063648679337,01
02_rice-cooker,20161203,"{1: 404, 10: 20, 30: 4, 60: 2, 300: 1, 1800: 1, 3600: 1, 10800: 1}",0.7037037037037037,0.351109649122807,01
01_washing-machine,20161203,"{1: 316, 10: 20, 30: 3, 60: 2, 300: 1, 1800: 1, 3600: 1, 10800: 1}",0.7040277777777778,0.0,01
04_TV,20161203,"{1: 257, 10: 20, 30: 5, 60: 4, 300: 1, 1800: 1, 3600: 1, 10800: 1}",0.7059837962962963,0.0,01
03_kimchi-fridge,20161203,"{1: 260, 10: 20, 30: 6, 60: 4, 300: 1, 1800: 1, 3600: 1, 10800: 1}",0.7054050925925925,0.3131978057437883,01
04_TV,20161031,"{1: 357, 10: 28, 30: 4, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9716666666666667,0.45798075090527923,01
00_total,20161031,"{1: 79, 10: 14, 30: 2, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9831481481481481,1.0,01
01_washing-machine,20161031,"{1: 402, 10: 25, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9712152777777778,0.0,01
03_kimchi-fridge,20161031,"{1: 392, 10: 26, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9707754629629629,0.2887042225534029,01
02_rice-cooker,20161031,"{1: 391, 10: 26, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9710532407407407,0.36031895493390864,01
01_washing-machine,20161115,"{1: 379, 10: 28, 30: 3, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9821875,0.0,01
